,type,State,startdate,enddate,pollster,samplesize,rawpoll_clinton,rawpoll_trump,poll_id,poll_date,age_days,Votes,Trump_voters
3187,polls-plus,Virginia,2016-08-31 00:00:00,2016-09-06 00:00:00,Google Consumer Surveys,560.0,36.1,29.3,45484,2016-09-03 00:00:00,35.0,13.0,164.0
3211,polls-plus,Virginia,2016-06-13 00:00:00,2016-06-15 00:00:00,Public Policy Polling,1032.0,42.0,39.0,44346,2016-06-14 00:00:00,116.0,13.0,402.0
3273,polls-plus,Virginia,2016-08-12 00:00:00,2016-08-25 00:00:00,Ipsos,654.0,47.6,36.7,45034,2016-08-18 12:00:00,50.5,13.0,239.0
3291,polls-plus,Virginia,2016-08-24 00:00:00,2016-08-30 00:00:00,Google Consumer Surveys,578.0,38.5,30.0,45535,2016-08-27 00:00:00,42.0,13.0,173.0
3386,polls-plus,Virginia,2016-08-17 00:00:00,2016-08-23 00:00:00,Google Consumer Surveys,599.0,36.2,28.9,45585,2016-08-20 00:00:00,49.0,13.0,173.0
3403,polls-plus,Virginia,2016-08-05 00:00:00,2016-08-18 00:00:00,Ipsos,643.0,45.2,39.0,44979,2016-08-11 12:00:00,57.5,13.0,250.0
3482,polls-plus,Virginia,2016-08-10 00:00:00,2016-08-16 00:00:00,Google Consumer Surveys,636.0,40.3,26.0,45635,2016-08-13 00:00:00,56.0,13.0,165.0
3500,polls-plus,Virginia,2016-05-09 00:00:00,2016-05-17 00:00:00,Roanoke College,610.0,38.0,38.0,44117,2016-05-13 00:00:00,148.0,13.0,231.0
3623,polls-plus,Virginia,2016-03-23 00:00:00,2016-04-03 00:00:00,Christopher Newport University,1102.0,44.0,35.0,44029,2016-03-28 12:00:00,193.5,13.0,385.0
3764,polls-plus,Virginia,2016-02-18 00:00:00,2016-02-22 00:00:00,Hampton University,500.0,48.0,39.0,44178,2016-02-20 00:00:00,231.0,13.0,195.0
3861,polls-plus,Virginia,2016-01-18 00:00:00,2016-01-26 00:00:00,Roanoke College,524.0,52.0,35.0,36049,2016-01-22 00:00:00,260.0,13.0,183.0
3967,polls-plus,Virginia,2015-11-09 00:00:00,2015-11-13 00:00:00,Roanoke College,555.0,50.0,36.0,35390,2015-11-11 00:00:00,332.0,13.0,199.0
4164,polls-plus,Virginia,2016-09-30 00:00:00,2016-10-06 00:00:00,Ipsos,479.0,50.5,39.0,46675,2016-10-03 00:00:00,5.0,13.0,187.0
4203,polls-plus,Virginia,2016-09-16 00:00:00,2016-09-22 00:00:00,Ipsos,452.0,46.5,40.0,46096,2016-09-19 00:00:00,19.0,13.0,180.0
