,type,State,startdate,enddate,pollster,samplesize,rawpoll_clinton,rawpoll_trump,poll_id,poll_date,age_days,Votes,Trump_voters
2702,polls-plus,Ohio,2016-09-27 00:00:00,2016-10-03 00:00:00,Google Consumer Surveys,871.0,36.0,33.5,46494,2016-09-30 00:00:00,8.0,18.0,292.0
2741,polls-plus,Ohio,2016-07-13 00:00:00,2016-07-15 00:00:00,YouGov,1104.0,44.0,40.0,44610,2016-07-14 00:00:00,86.0,18.0,441.0
2754,polls-plus,Ohio,2016-05-18 00:00:00,2016-05-22 00:00:00,Zogby Interactive/JZ Analytics,679.0,38.0,33.0,44146,2016-05-20 00:00:00,141.0,18.0,224.0
2821,polls-plus,Ohio,2016-09-16 00:00:00,2016-09-22 00:00:00,Ipsos,407.0,46.3,42.9,46087,2016-09-19 00:00:00,19.0,18.0,174.0
2825,polls-plus,Ohio,2016-08-09 00:00:00,2016-09-01 00:00:00,SurveyMonkey,2543.0,37.0,40.0,45377,2016-08-20 12:00:00,48.5,18.0,1017.0
2898,polls-plus,Ohio,2016-09-21 00:00:00,2016-09-26 00:00:00,Google Consumer Surveys,737.0,31.9,35.1,46269,2016-09-23 12:00:00,14.5,18.0,258.0
2931,polls-plus,Ohio,2016-09-09 00:00:00,2016-09-15 00:00:00,Ipsos,450.0,47.2,43.5,45863,2016-09-12 00:00:00,26.0,18.0,195.0
3013,polls-plus,Ohio,2016-09-14 00:00:00,2016-09-20 00:00:00,Google Consumer Surveys,846.0,33.8,32.7,45983,2016-09-17 00:00:00,21.0,18.0,276.0
3055,polls-plus,Ohio,2016-09-02 00:00:00,2016-09-08 00:00:00,Ipsos,458.0,47.4,45.5,45672,2016-09-05 00:00:00,33.0,18.0,208.0
3161,polls-plus,Ohio,2016-09-07 00:00:00,2016-09-13 00:00:00,Google Consumer Surveys,828.0,31.1,34.3,45777,2016-09-10 00:00:00,28.0,18.0,284.0
3227,polls-plus,Ohio,2016-08-26 00:00:00,2016-09-01 00:00:00,Ipsos,375.0,43.1,46.0,45307,2016-08-29 00:00:00,40.0,18.0,172.0
3278,polls-plus,Ohio,2016-08-31 00:00:00,2016-09-06 00:00:00,Google Consumer Surveys,837.0,29.1,35.5,45474,2016-09-03 00:00:00,35.0,18.0,296.0
3287,polls-plus,Ohio,2016-08-12 00:00:00,2016-08-18 00:00:00,Ipsos,844.0,45.3,38.7,44971,2016-08-15 00:00:00,54.0,18.0,326.0
3323,polls-plus,Ohio,2016-08-19 00:00:00,2016-08-25 00:00:00,Ipsos,392.0,47.2,40.7,45026,2016-08-22 00:00:00,47.0,18.0,159.0
3381,polls-plus,Ohio,2016-08-24 00:00:00,2016-08-30 00:00:00,Google Consumer Surveys,837.0,28.9,34.5,45525,2016-08-27 00:00:00,42.0,18.0,288.0
3473,polls-plus,Ohio,2016-08-17 00:00:00,2016-08-23 00:00:00,Google Consumer Surveys,772.0,30.7,35.3,45575,2016-08-20 00:00:00,49.0,18.0,272.0
3543,polls-plus,Ohio,2016-08-10 00:00:00,2016-08-16 00:00:00,Google Consumer Surveys,810.0,29.5,33.7,45625,2016-08-13 00:00:00,56.0,18.0,272.0
3597,polls-plus,Ohio,2016-03-02 00:00:00,2016-03-06 00:00:00,CNN/Opinion Research Corp.,884.0,50.0,43.0,36570,2016-03-04 00:00:00,218.0,18.0,380.0
3696,polls-plus,Ohio,2016-02-11 00:00:00,2016-02-20 00:00:00,Baldwin Wallace University,825.0,37.0,39.0,36430,2016-02-15 12:00:00,235.5,18.0,321.0
4056,polls-plus,Ohio,2016-07-30 00:00:00,2016-08-07 00:00:00,Quinnipiac University,812.0,44.0,42.0,44807,2016-08-03 00:00:00,66.0,18.0,341.0
4068,polls-plus,Ohio,2016-02-16 00:00:00,2016-02-20 00:00:00,Quinnipiac University,1539.0,42.0,44.0,36417,2016-02-18 00:00:00,233.0,18.0,677.0
4069,polls-plus,Ohio,2016-03-04 00:00:00,2016-03-10 00:00:00,Marist College,2052.0,48.0,42.0,36598,2016-03-07 00:00:00,215.0,18.0,861.0
4083,polls-plus,Ohio,2016-04-27 00:00:00,2016-05-08 00:00:00,Quinnipiac University,1042.0,39.0,43.0,44041,2016-05-02 12:00:00,158.5,18.0,448.0
4096,polls-plus,Ohio,2016-07-05 00:00:00,2016-07-10 00:00:00,Marist College,848.0,38.0,35.0,44573,2016-07-07 12:00:00,92.5,18.0,296.0
4114,polls-plus,Ohio,2016-03-04 00:00:00,2016-03-06 00:00:00,Public Policy Polling,1248.0,45.0,40.0,36554,2016-03-05 00:00:00,217.0,18.0,499.0
4133,polls-plus,Ohio,2016-06-22 00:00:00,2016-06-23 00:00:00,Public Policy Polling,708.0,44.0,40.0,44435,2016-06-22 12:00:00,107.5,18.0,283.0
4140,polls-plus,Ohio,2016-04-26 00:00:00,2016-04-27 00:00:00,Public Policy Polling,799.0,45.0,42.0,44010,2016-04-26 12:00:00,164.5,18.0,335.0
4157,polls-plus,Ohio,2016-05-16 00:00:00,2016-05-19 00:00:00,YouGov,992.0,44.0,39.0,44113,2016-05-17 12:00:00,143.5,18.0,386.0
4191,polls-plus,Ohio,2016-06-08 00:00:00,2016-06-19 00:00:00,Quinnipiac University,971.0,38.0,36.0,44374,2016-06-13 12:00:00,116.5,18.0,349.0
4199,polls-plus,Ohio,2016-06-30 00:00:00,2016-07-11 00:00:00,Quinnipiac University,955.0,36.0,37.0,44566,2016-07-05 12:00:00,94.5,18.0,353.0
