,type,State,startdate,enddate,pollster,samplesize,rawpoll_clinton,rawpoll_trump,poll_id,poll_date,age_days,Votes,Trump_voters
2492,polls-plus,Georgia,2016-09-27 00:00:00,2016-10-03 00:00:00,Google Consumer Surveys,599.0,28.9,43.7,46469,2016-09-30 00:00:00,8.0,16.0,262.0
2574,polls-plus,Georgia,2016-05-27 00:00:00,2016-05-30 00:00:00,Public Policy Polling,724.0,38.0,45.0,44172,2016-05-28 12:00:00,132.5,16.0,325.0
2776,polls-plus,Georgia,2016-07-31 00:00:00,2016-07-31 00:00:00,Landmark Communications,787.0,46.0,46.0,44741,2016-07-31 00:00:00,69.0,16.0,362.0
2780,polls-plus,Georgia,2016-09-21 00:00:00,2016-09-26 00:00:00,Google Consumer Surveys,441.0,31.5,39.2,46244,2016-09-23 12:00:00,14.5,16.0,172.0
2834,polls-plus,Georgia,2016-09-02 00:00:00,2016-09-15 00:00:00,Ipsos,539.0,40.0,47.8,45840,2016-09-08 12:00:00,29.5,16.0,257.0
2875,polls-plus,Georgia,2016-09-14 00:00:00,2016-09-20 00:00:00,Google Consumer Surveys,543.0,30.0,44.9,45958,2016-09-17 00:00:00,21.0,16.0,243.0
2906,polls-plus,Georgia,2016-08-09 00:00:00,2016-09-01 00:00:00,SurveyMonkey,2034.0,39.0,40.0,45352,2016-08-20 12:00:00,48.5,16.0,813.0
2981,polls-plus,Georgia,2016-08-26 00:00:00,2016-09-08 00:00:00,Ipsos,529.0,37.9,48.4,45649,2016-09-01 12:00:00,36.5,16.0,255.0
3036,polls-plus,Georgia,2016-09-07 00:00:00,2016-09-13 00:00:00,Google Consumer Surveys,542.0,31.0,39.7,45752,2016-09-10 00:00:00,28.0,16.0,215.0
3061,polls-plus,Georgia,2016-07-24 00:00:00,2016-07-24 00:00:00,Landmark Communications,500.0,44.2,45.5,44682,2016-07-24 00:00:00,76.0,16.0,227.0
3108,polls-plus,Georgia,2016-08-19 00:00:00,2016-09-01 00:00:00,Ipsos,525.0,41.1,47.0,45286,2016-08-25 12:00:00,43.5,16.0,246.0
3160,polls-plus,Georgia,2016-08-31 00:00:00,2016-09-06 00:00:00,Google Consumer Surveys,573.0,31.9,40.7,45449,2016-09-03 00:00:00,35.0,16.0,233.0
3264,polls-plus,Georgia,2016-08-12 00:00:00,2016-08-25 00:00:00,Ipsos,498.0,43.3,46.3,45005,2016-08-18 12:00:00,50.5,16.0,230.0
3282,polls-plus,Georgia,2016-05-09 00:00:00,2016-05-12 00:00:00,Time/Abt SRBI,822.0,41.0,45.0,44058,2016-05-10 12:00:00,150.5,16.0,369.0
3284,polls-plus,Georgia,2016-08-24 00:00:00,2016-08-30 00:00:00,Google Consumer Surveys,568.0,25.9,43.9,45499,2016-08-27 00:00:00,42.0,16.0,249.0
3378,polls-plus,Georgia,2016-08-17 00:00:00,2016-08-23 00:00:00,Google Consumer Surveys,636.0,27.6,44.6,45550,2016-08-20 00:00:00,49.0,16.0,283.0
3387,polls-plus,Georgia,2016-08-05 00:00:00,2016-08-18 00:00:00,Ipsos,522.0,42.0,46.0,44948,2016-08-11 12:00:00,57.5,16.0,240.0
3460,polls-plus,Georgia,2016-03-31 00:00:00,2016-04-03 00:00:00,Lake Research Partners,400.0,50.0,37.0,42188,2016-04-01 12:00:00,189.5,16.0,148.0
3505,polls-plus,Georgia,2016-08-10 00:00:00,2016-08-16 00:00:00,Google Consumer Surveys,546.0,27.6,41.7,45600,2016-08-13 00:00:00,56.0,16.0,227.0
3508,polls-plus,Georgia,2016-05-15 00:00:00,2016-05-15 00:00:00,Opinion Savvy/InsiderAdvantage,587.0,41.0,44.0,44080,2016-05-15 00:00:00,146.0,16.0,258.0
3664,polls-plus,Georgia,2016-02-22 00:00:00,2016-02-23 00:00:00,SurveyUSA,1261.0,41.0,50.0,36467,2016-02-22 12:00:00,228.5,16.0,630.0
3818,polls-plus,Georgia,2016-05-05 00:00:00,2016-05-05 00:00:00,Landmark Communications,570.0,41.0,42.0,44035,2016-05-05 00:00:00,156.0,16.0,239.0
4181,polls-plus,Georgia,2016-09-30 00:00:00,2016-10-06 00:00:00,Ipsos,392.0,43.1,48.0,46641,2016-10-03 00:00:00,5.0,16.0,188.0
